x,y
642,855
647,857
654,859
662,861
669,864
675,865
695,872
701,874
707,876
714,878
721,881
734,885
748,889
755,891
761,893
767,895
773,897
648,907
641,909
822,913
684,916
689,916
678,916
694,917
700,917
673,917
705,917
668,917
711,918
662,918
839,918
656,919
716,919
722,920
651,920
845,920
727,921
645,921
731,922
640,923
859,924
866,927
873,929
880,931
759,931
886,933
764,933
769,935
891,935
775,937
779,938
785,940
792,942
912,943
797,944
918,945
802,946
807,947
926,947
812,949
818,951
824,952
829,954
834,956
959,956
839,957
964,958
844,959
970,960
979,963
1268,964
1261,968
873,969
996,970
880,971
1003,972
887,973
1008,974
894,975
1014,976
901,977
1020,978
910,981
1029,981
1035,983
1231,984
1225,988
1060,990
1220,991
1072,994
1207,996
1079,996
1085,998
1201,999
1091,1000
1195,1001
1097,1002
1188,1003
1103,1004
1182,1004
1182,1005
1110,1005
1115,1007
1124,1008
1160,1008
1131,1008
1154,1009
1139,1009
1145,1010
1255,1013
1249,1015
1024,1017
1244,1018
1239,1021
1233,1024
1228,1027
862,1027
1223,1029
1065,1031
1217,1031
1071,1033
1212,1033
1077,1035
1206,1035
1083,1037
1200,1037
862,1037
1086,1037
1195,1039
1088,1039
1094,1040
1063,1040
1189,1040
1077,1041
1100,1041
1183,1042
1106,1042
1175,1043
1112,1043
862,1044
1166,1044
1118,1044
1159,1045
1123,1045
1129,1045
1153,1045
1141,1046
1147,1046
1135,1046
1063,1046
1078,1046
1095,1046
862,1048
1100,1049
1089,1049
1105,1049
1081,1050
1132,1050
1112,1051
1126,1051
1064,1052
1120,1053
1078,1053
862,1054
1084,1054
1128,1058
862,1059
1129,1062
1064,1062
1127,1062
1125,1063
1130,1065
1134,1067
1063,1069
1073,1075
1127,1075
1066,1076
1079,1076
1094,1076
1085,1076
899,1076
882,1076
893,1076
887,1076
887,1076
905,1076
877,1077
942,1077
970,1077
957,1077
964,1077
969,1077
952,1077
946,1077
951,1077
957,1077
986,1077
975,1077
980,1077
985,1077
980,1077
996,1078
1002,1078
991,1078
1025,1078
1008,1078
1020,1078
1014,1078
1064,1103
1069,1105
1065,1107
1069,1109
1063,1110
1035,1113
1065,1113
1069,1114
1034,1116
1063,1116
1036,1119
1036,1119
1069,1119
1065,1120
1064,1123
1036,1124
1069,1125
1065,1126
1063,1129
1037,1131
1069,1131
1065,1132
1034,1132
1064,1135
1036,1136
1034,1136
1069,1137
1065,1138
1063,1141
1069,1143
1065,1144
1064,1147
1034,1149
1065,1150
1069,1150
1063,1153
1036,1155
1065,1155
1069,1157
1063,1157
1034,1159
1065,1161
1069,1162
1066,1164
1069,1167
1065,1168
1063,1172
1069,1173
1036,1174
1066,1174
1065,1176
1034,1178
1036,1182
1035,1187
1065,1191
1036,1191
1069,1191
1063,1194
1037,1194
1036,1196
1034,1196
1065,1196
1069,1196
1063,1199
1036,1201
1065,1202
1069,1204
1063,1205
1068,1208
1065,1208
1063,1211
1069,1212
1065,1214
1063,1217
1034,1245
1064,1247
1034,1254
1063,1255
1064,1259
1036,1259
1063,1263
1034,1264
1064,1268
1036,1268
1034,1272
1063,1273
1036,1278
1064,1278
