x,y
999,641
1102,642
1133,642
1105,645
992,646
912,646
1109,647
1134,649
914,654
915,656
1048,658
1048,658
1047,658
1038,665
1142,674
1064,687
1121,688
1100,697
1134,698
1165,699
1136,700
1105,701
1139,702
1171,703
1141,703
1142,704
1114,707
1145,707
1149,710
1186,715
1155,715
1127,715
1160,719
1193,719
1200,723
1165,723
1139,725
1169,726
1216,729
1174,730
1148,732
1179,732
1184,735
1038,736
1254,737
1188,738
1266,739
1193,740
1200,743
1205,745
1210,747
1214,748
1220,750
1171,750
1268,758
1277,759
1204,764
1223,769
1232,771
1255,774
1261,775
1268,776
1277,778
944,796
951,856
951,859
951,863
951,866
952,869
952,874
952,877
953,880
953,882
953,889
954,893
954,897
955,901
955,905
956,909
956,911
957,917
958,921
958,925
958,928
959,931
959,934
960,940
960,943
961,946
961,949
963,956
963,961
964,966
966,975
966,978
966,981
967,985
967,988
1052,990
1053,991
968,992
1054,996
968,997
969,1000
969,1002
970,1005
970,1007
970,1010
971,1012
971,1015
971,1018
972,1021
972,1024
973,1028
973,1034
974,1037
975,1041
975,1047
976,1051
977,1059
977,1061
977,1064
977,1066
978,1068
979,1071
979,1073
1202,1076
979,1076
1211,1077
1216,1078
979,1079
1226,1080
1232,1081
980,1082
1237,1082
980,1084
1267,1088
1274,1089
981,1090
981,1093
982,1095
982,1098
982,1101
983,1103
983,1106
984,1111
985,1121
986,1123
986,1126
986,1129
987,1132
988,1137
988,1140
988,1142
988,1146
989,1149
989,1151
989,1154
990,1157
990,1160
991,1165
991,1170
992,1179
993,1181
993,1183
994,1185
994,1188
995,1191
995,1194
995,1196
996,1198
996,1201
996,1204
996,1206
997,1211
998,1214
998,1218
998,1220
998,1223
999,1226
1000,1230
1000,1234
1000,1237
1000,1239
1001,1242
1001,1244
1001,1244
1002,1247
1003,1250
1002,1251
1003,1252
1004,1260
1004,1263
1181,1265
1005,1266
1194,1266
1203,1267
1005,1269
1220,1269
1228,1270
1235,1271
1243,1272
1259,1273
1275,1275
