x,y
1013,643
956,643
1006,644
1035,648
958,650
1012,651
1005,653
960,655
1012,656
1033,657
1010,661
1278,667
1002,668
1274,668
1264,670
1267,670
1009,670
1261,671
1262,671
1031,672
1001,673
1279,677
1008,677
1275,678
1270,678
1261,681
1001,681
1257,681
969,682
1252,682
1226,683
1246,684
1224,684
1029,685
1007,685
1223,686
1221,688
1000,688
1007,689
1028,690
971,690
1216,693
1007,694
1213,696
999,697
1211,697
1028,699
1210,700
1208,702
1006,703
999,704
1204,706
1202,707
1028,707
999,710
1200,711
1204,714
1196,714
1202,717
1206,717
1035,719
1040,720
1046,722
1052,724
1057,726
1184,727
1061,727
1000,727
1066,729
1181,730
1072,731
1077,732
1179,733
1007,735
1000,735
1084,735
1023,736
1089,737
1175,737
1094,738
1184,738
1096,739
1008,740
1100,740
1171,741
1102,741
1023,742
1180,742
1001,743
1008,744
1112,744
1167,745
1175,747
1164,747
1002,750
1172,750
1161,751
1024,752
1156,753
1169,754
1010,757
1003,758
1167,761
1011,765
1004,766
1005,774
1012,776
1006,782
1013,783
1006,789
1014,790
1036,790
1028,792
1036,793
1014,796
1029,797
1007,797
1036,801
1029,801
1014,804
1007,805
1029,806
1036,808
1014,811
1007,814
1029,814
1036,816
1014,820
1007,821
1029,824
1036,824
1014,827
1007,829
1035,832
1029,834
1014,835
1007,837
1028,839
1035,844
1028,844
1006,845
1012,849
1034,852
1005,852
1027,854
1012,856
1004,860
1033,860
1026,862
1032,868
1003,868
992,873
1024,876
1031,876
1002,876
1006,889
1021,891
1004,895
1020,897
1026,899
996,901
1018,902
1003,902
1024,906
1017,907
994,909
1001,909
1016,911
1022,914
992,915
1014,919
998,919
990,922
996,925
1011,927
988,929
1017,931
994,932
1010,933
1008,935
985,936
1015,937
991,938
983,942
990,943
1012,945
1005,945
980,948
1003,949
985,953
1009,953
1001,954
977,955
958,959
983,960
999,961
1006,961
975,961
996,966
980,967
955,967
971,968
1002,969
954,972
976,974
968,975
951,975
998,977
973,978
965,981
988,982
946,983
972,983
995,984
970,987
961,987
992,990
985,990
652,991
983,994
965,995
988,996
656,1000
962,1000
986,1001
959,1004
948,1008
957,1008
661,1009
971,1013
951,1016
664,1016
968,1017
976,1018
990,1021
965,1021
667,1022
946,1022
963,1025
971,1025
944,1026
934,1028
672,1032
966,1033
957,1033
929,1034
675,1038
961,1040
924,1040
700,1043
677,1044
929,1046
919,1047
681,1050
914,1054
683,1054
922,1055
706,1055
940,1055
918,1059
685,1059
937,1060
709,1060
908,1061
916,1063
942,1064
688,1065
904,1068
912,1068
931,1068
690,1069
715,1072
900,1072
927,1072
908,1073
693,1075
933,1077
905,1077
717,1077
923,1078
894,1080
696,1080
920,1082
928,1083
901,1083
699,1086
889,1087
896,1088
912,1093
893,1094
919,1094
705,1097
908,1098
879,1100
886,1102
731,1103
708,1104
875,1105
882,1107
880,1110
899,1110
711,1111
869,1113
896,1114
876,1115
713,1116
903,1116
865,1119
892,1119
715,1122
890,1122
898,1123
718,1125
859,1127
885,1128
893,1130
883,1131
721,1132
879,1136
888,1136
853,1137
726,1140
850,1141
883,1143
875,1144
873,1147
729,1148
845,1150
878,1151
868,1154
732,1154
841,1159
865,1160
735,1161
862,1165
837,1166
860,1168
859,1172
833,1172
772,1176
856,1178
829,1182
853,1183
746,1184
748,1190
850,1190
848,1195
749,1195
751,1201
818,1210
816,1218
814,1225
812,1231
819,1234
817,1242
815,1246
834,1248
814,1252
833,1257
813,1258
838,1259
832,1260
835,1261
839,1262
812,1264
831,1264
849,1267
839,1267
833,1273
849,1274
836,1274
829,1276
810,1277
839,1279
