x,y
641,862
647,865
662,871
669,874
675,877
685,881
693,884
657,887
709,889
664,890
708,890
715,893
672,893
679,896
726,897
735,900
743,903
712,909
761,910
769,912
775,914
784,917
790,919
738,919
744,921
799,922
758,926
764,928
857,938
868,941
808,942
878,944
807,944
882,945
819,945
828,947
901,949
907,950
913,951
920,953
928,954
934,955
941,957
948,957
872,959
960,960
967,962
974,963
903,966
910,968
994,968
924,970
931,971
939,973
974,980
1275,982
1034,983
1269,983
1262,984
994,985
1253,986
1245,987
1239,988
1233,990
1226,991
1219,993
1014,993
1210,994
1021,995
1203,996
1027,997
1195,998
1187,999
1033,1000
1040,1003
1169,1004
1076,1005
1163,1005
1045,1006
1155,1007
1149,1009
1082,1009
1275,1009
1268,1010
1052,1010
1139,1011
1261,1011
1254,1013
1059,1014
1121,1016
1233,1017
1064,1018
1220,1019
1212,1021
1069,1023
1202,1023
1196,1024
1176,1029
1071,1030
1168,1031
1156,1034
1157,1035
1150,1036
1149,1036
1068,1041
1063,1047
1059,1050
1056,1053
1136,1074
1146,1085
1129,1092
1155,1097
1135,1099
1144,1110
1178,1125
1162,1134
1170,1144
1200,1153
1207,1162
1215,1172
1227,1188
1219,1205
1228,1216
1232,1221
1254,1222
1237,1227
1242,1233
1266,1237
1246,1239
1270,1242
1275,1247
1259,1255
1269,1267
