x,y
996,641
976,641
1000,646
1163,648
1002,651
1167,653
1005,656
1192,658
1169,659
986,662
1173,665
1175,670
1198,671
1013,671
1177,675
1037,675
1201,676
997,678
1180,680
1019,681
1041,681
1182,685
1022,686
1207,688
1184,690
1025,691
1209,693
1005,693
1187,696
1028,696
1009,701
1030,701
1191,702
1033,707
1196,713
644,713
651,714
655,715
660,716
665,717
671,718
1223,719
677,719
1019,720
1199,720
683,720
682,720
687,721
692,722
1062,722
1203,727
696,729
1065,729
1205,732
1045,732
1025,732
1067,735
696,735
1207,737
1210,741
1071,741
695,744
1213,747
1074,749
695,751
1055,753
1036,754
1217,756
694,759
1039,759
1058,760
1080,761
1221,763
1061,764
694,766
1083,767
1063,769
1224,770
1065,774
1086,776
1227,776
1046,779
693,780
693,781
1068,781
1089,782
1070,787
692,787
1264,791
691,795
1073,796
1054,796
1093,796
1238,799
691,802
1096,804
1076,805
1240,805
692,806
690,809
1241,811
1079,812
1059,812
1243,817
690,817
1080,819
689,824
1102,826
1083,829
1103,830
1064,830
690,831
1084,834
1067,837
689,837
1086,841
1068,842
689,844
1070,849
1071,859
1091,862
1072,863
687,866
1092,867
1092,871
1092,872
687,879
1094,882
1076,884
1095,885
1095,885
686,885
1095,888
686,890
1096,893
1078,894
686,898
641,898
650,898
1097,899
659,899
667,900
676,901
1080,902
1098,907
1081,910
1100,915
1101,920
1101,925
1103,933
1104,941
1079,941
1077,943
1079,943
1074,944
1049,948
1038,951
1033,952
1230,954
1106,954
1005,956
1001,956
998,957
911,957
993,958
989,958
917,958
1088,958
986,958
928,959
983,959
963,960
1228,961
1107,967
1227,969
1108,973
1225,975
1109,978
1128,981
1222,985
1219,989
1129,989
1212,990
1204,990
1197,990
1192,991
1187,991
1175,992
1170,992
1161,993
1166,993
1153,993
1145,994
1091,994
1073,1022
1067,1022
1026,1022
1060,1024
1082,1024
1022,1024
1066,1025
1055,1025
1011,1026
1222,1026
1214,1026
1075,1026
1208,1026
1050,1027
1008,1027
