x,y
1194,871
1277,885
1131,903
1263,908
1114,913
1258,916
1208,929
1213,929
1209,932
1202,933
1220,934
1206,934
1251,934
1214,936
1202,937
1197,937
1221,937
1225,937
1199,939
1217,939
1224,940
1196,940
1222,941
1222,943
1193,944
1248,946
1196,946
999,947
1194,947
1197,948
1222,948
994,948
1195,950
1199,950
1197,951
1165,953
1200,953
1199,954
976,954
1201,956
959,958
1170,960
1213,962
1178,964
1207,964
1207,970
1118,971
1219,972
1214,973
1128,974
1135,976
1207,979
1207,981
1219,982
1208,983
1209,984
1182,985
1152,986
1209,986
1242,987
1210,989
1211,991
1242,992
1212,992
1191,994
1213,995
1213,997
1214,999
1215,1001
1195,1003
1215,1003
1054,1004
1216,1005
1243,1005
1222,1010
1176,1012
1056,1012
1057,1014
1223,1015
1221,1016
1201,1017
1224,1017
1057,1018
1202,1019
1224,1020
1181,1021
1203,1021
1204,1024
644,1024
1060,1025
1205,1026
648,1029
1061,1030
1062,1033
1187,1034
1248,1036
1063,1038
1190,1041
1064,1042
1214,1046
1065,1046
1250,1046
647,1048
649,1052
662,1052
651,1055
653,1060
1220,1061
1225,1072
1261,1072
1203,1072
1227,1078
1266,1083
1229,1084
1268,1088
1210,1091
1232,1091
1270,1094
1233,1095
1273,1101
1081,1104
1082,1107
1216,1108
1275,1108
1083,1110
1218,1113
1083,1113
694,1115
697,1120
1278,1120
1085,1123
676,1125
1223,1125
700,1126
677,1127
1086,1127
674,1129
679,1131
703,1131
1087,1132
677,1133
680,1134
678,1136
707,1136
683,1137
1228,1138
1088,1139
685,1140
680,1141
1089,1142
681,1142
685,1142
688,1144
1230,1144
686,1145
683,1146
1090,1148
684,1148
691,1149
714,1149
690,1150
692,1151
693,1152
687,1153
717,1154
693,1154
693,1155
1235,1155
1080,1156
1092,1156
695,1156
1080,1157
1073,1159
1070,1160
1068,1161
1063,1162
721,1162
1093,1162
1063,1164
701,1164
693,1164
701,1165
1054,1165
1059,1166
724,1166
699,1166
691,1167
1055,1167
1045,1168
699,1169
1042,1170
1046,1170
1043,1171
705,1172
704,1172
692,1172
728,1173
698,1173
1039,1173
702,1174
707,1175
697,1176
1027,1176
706,1177
1024,1177
700,1177
708,1178
1022,1178
696,1179
731,1179
710,1181
698,1182
1245,1182
706,1183
1005,1183
1006,1185
735,1186
1005,1186
736,1188
993,1189
990,1189
992,1190
702,1190
989,1190
987,1191
985,1191
988,1192
738,1192
987,1192
985,1192
713,1193
704,1193
739,1194
975,1195
710,1195
980,1196
972,1196
716,1196
970,1196
976,1197
968,1197
974,1198
965,1198
973,1198
971,1199
963,1199
742,1199
963,1199
969,1200
961,1200
1252,1200
966,1201
715,1201
958,1201
721,1201
964,1202
956,1202
961,1202
954,1203
952,1203
959,1203
745,1204
956,1204
723,1205
955,1205
926,1205
946,1205
952,1206
1255,1208
939,1208
943,1210
714,1211
724,1211
1102,1213
728,1213
717,1214
1103,1216
729,1216
730,1218
718,1219
731,1220
753,1221
732,1222
934,1222
723,1223
720,1223
733,1225
721,1225
1105,1227
725,1227
723,1228
757,1228
1263,1228
734,1229
724,1229
939,1229
729,1229
724,1230
736,1231
1263,1231
725,1232
727,1233
729,1233
760,1234
735,1234
729,1235
737,1235
727,1236
735,1237
729,1238
739,1238
729,1240
741,1242
764,1242
732,1243
765,1245
733,1246
738,1246
743,1246
738,1248
735,1249
740,1250
947,1251
769,1252
737,1253
740,1253
747,1254
738,1255
744,1256
747,1257
740,1257
951,1258
739,1259
772,1260
742,1261
748,1261
743,1263
954,1264
747,1264
773,1264
750,1265
796,1266
1112,1267
751,1268
957,1270
748,1270
744,1271
753,1274
746,1276
801,1277
780,1278
750,1278
754,1279
