x,y
1182,640
911,640
1162,640
1078,641
1014,641
1085,643
1021,643
934,643
940,645
1028,645
1185,645
947,646
1092,646
1033,647
957,647
1099,648
1041,649
1190,650
1169,650
1046,651
1052,652
1114,653
1058,654
1173,655
1082,662
1199,663
1100,667
1204,669
1108,670
1113,672
1207,673
1118,674
1126,677
1173,678
1211,678
1214,682
1088,682
1145,684
1218,687
1152,687
1106,689
1158,691
1162,693
1117,693
1121,694
1170,697
1225,697
1133,699
1228,701
1231,705
1146,705
1149,707
1189,710
1236,712
1195,713
1200,716
1240,717
1204,719
1174,721
1209,722
1248,722
1216,727
1186,729
1202,740
1208,743
1265,747
1271,758
1256,770
1237,772
1260,776
1240,778
1263,781
1243,783
1266,786
640,812
640,815
640,818
642,826
642,830
643,835
1278,844
645,844
1279,846
645,847
645,850
646,854
646,857
731,859
732,860
647,861
733,865
648,866
648,870
648,872
649,874
649,876
649,879
650,882
650,884
650,887
651,890
651,893
652,897
653,903
653,906
654,910
655,917
655,920
656,928
656,930
657,933
657,936
657,938
658,940
658,942
881,945
658,945
890,946
896,947
658,948
905,949
912,950
659,951
916,951
659,953
946,957
954,958
660,959
964,960
968,961
973,962
661,962
979,963
983,963
988,964
661,965
994,965
1000,966
661,967
1005,968
1011,968
1010,969
1015,969
661,970
1020,970
662,972
662,975
1025,978
663,980
1025,984
665,990
665,993
1024,993
665,995
666,998
1023,1000
666,1001
667,1007
1023,1007
667,1009
667,1012
1022,1015
668,1015
668,1018
668,1021
669,1024
669,1027
1022,1029
1021,1029
669,1029
670,1034
1021,1036
670,1039
1020,1043
672,1048
672,1050
1020,1051
672,1052
673,1054
1021,1055
673,1057
1019,1057
674,1060
674,1063
674,1065
1019,1065
675,1068
675,1070
1018,1072
675,1073
675,1075
1018,1079
676,1081
677,1083
1018,1086
677,1087
677,1089
678,1092
1018,1093
678,1095
679,1099
679,1103
680,1106
680,1108
680,1111
680,1113
681,1114
1016,1115
681,1116
682,1119
681,1120
682,1122
1016,1127
683,1129
683,1132
1015,1134
860,1134
684,1135
874,1135
883,1136
684,1138
1015,1138
899,1139
907,1140
914,1140
922,1141
938,1142
954,1144
963,1145
1015,1146
969,1146
978,1147
987,1148
995,1149
1004,1149
687,1155
687,1158
687,1161
688,1164
688,1166
688,1169
688,1172
689,1172
689,1174
689,1176
690,1179
691,1185
691,1188
691,1190
692,1194
692,1197
692,1200
693,1204
1240,1206
694,1206
1246,1206
1257,1207
694,1208
694,1210
695,1213
696,1217
697,1222
700,1238
701,1242
702,1245
703,1250
704,1255
705,1261
705,1261
706,1264
707,1267
707,1270
708,1274
709,1276
709,1279
