x,y
865,642
865,642
810,647
868,648
868,648
870,653
813,654
872,659
661,660
661,662
874,665
663,673
821,675
822,678
892,712
670,713
894,717
673,729
674,735
871,736
675,741
904,743
906,747
907,751
880,759
853,759
910,759
912,765
915,770
885,771
917,777
888,778
861,779
890,783
864,789
893,789
923,790
895,795
925,798
868,799
897,800
687,804
900,806
688,808
872,808
929,809
901,811
688,812
903,814
690,821
906,823
691,826
879,827
937,829
692,832
911,836
693,838
883,839
942,842
913,843
915,847
918,854
948,856
919,859
892,860
922,866
924,871
926,876
898,877
955,878
701,885
959,885
930,886
702,890
932,892
703,894
934,895
704,900
937,903
705,906
910,907
939,910
969,912
916,922
710,929
710,934
979,938
980,942
923,942
712,946
982,947
984,951
713,951
957,955
714,956
987,959
715,960
960,964
933,969
717,970
964,973
993,975
718,975
936,977
719,981
967,983
720,986
940,986
969,988
721,989
942,992
970,993
721,993
944,997
722,998
973,998
974,1003
724,1007
1007,1012
726,1012
952,1018
954,1024
1014,1029
990,1039
1018,1039
963,1046
966,1054
993,1054
1025,1056
998,1058
1027,1062
970,1065
997,1065
972,1071
1002,1074
744,1075
1002,1079
1034,1080
747,1085
1006,1086
1036,1087
750,1093
1039,1094
982,1099
1015,1102
753,1104
1043,1105
755,1109
1015,1111
1046,1112
1020,1115
756,1116
1048,1117
1018,1119
1050,1124
1023,1125
995,1130
1023,1130
762,1134
1027,1135
1032,1148
1034,1151
1033,1157
1037,1159
1036,1164
995,1166
987,1168
994,1168
1039,1169
1067,1170
991,1170
977,1174
1041,1174
982,1175
971,1177
977,1178
960,1178
958,1179
974,1179
1042,1180
965,1180
776,1180
972,1180
955,1180
951,1181
961,1181
968,1182
777,1183
947,1184
943,1185
965,1185
1044,1185
960,1187
939,1188
779,1189
952,1190
957,1190
949,1191
946,1191
953,1192
1046,1192
926,1193
941,1194
951,1194
924,1195
1047,1196
938,1196
947,1197
927,1198
935,1198
782,1198
910,1199
943,1199
1049,1201
939,1201
930,1201
784,1203
903,1203
926,1204
932,1205
898,1205
930,1206
925,1206
1050,1207
785,1207
928,1207
919,1207
923,1209
916,1210
888,1211
904,1212
912,1212
900,1213
915,1214
906,1214
901,1214
901,1216
908,1218
893,1219
903,1221
900,1222
897,1224
894,1226
894,1228
895,1230
878,1230
892,1235
890,1236
881,1237
871,1238
866,1239
859,1241
853,1243
860,1246
848,1247
865,1248
842,1249
831,1249
856,1250
828,1251
839,1251
851,1252
849,1252
825,1252
834,1254
822,1263
831,1267
830,1268
824,1270
