x,y
1044,643
1033,655
1038,662
1066,669
1047,673
1072,675
1076,681
1056,682
1084,690
1065,692
1087,692
1070,698
1093,699
1098,704
1102,708
1080,709
1084,714
1110,718
1089,719
1112,719
1115,724
1095,724
1098,729
1127,736
1107,739
1139,748
1124,756
1133,766
1164,775
1170,781
1149,782
1174,785
1154,787
1178,789
1183,794
1161,795
1189,800
1209,813
1219,820
1229,826
1236,831
1208,832
1241,834
1222,841
1133,841
1137,841
1141,842
1228,845
1267,849
1236,850
1272,851
1117,853
1117,855
1119,856
1114,856
1105,859
1117,859
1104,861
1114,861
1112,863
1106,863
1106,864
1265,865
1107,865
1109,867
1271,869
1278,872
960,962
964,962
962,964
959,964
963,966
957,966
961,967
964,968
957,969
963,969
957,970
958,971
944,977
942,981
935,984
