x,y
961,959
955,961
1043,968
926,968
1039,970
918,970
1043,972
1005,976
880,980
1029,980
1036,984
967,985
960,987
837,988
951,989
830,989
823,991
942,992
816,992
809,993
801,994
1047,994
795,995
787,995
1083,999
749,1000
746,1000
738,1000
1054,1001
713,1001
708,1001
701,1001
907,1007
1086,1011
844,1014
908,1014
836,1015
830,1016
823,1017
816,1018
809,1019
802,1020
795,1021
1075,1022
908,1022
734,1027
727,1027
720,1027
713,1028
908,1028
1077,1029
642,1030
909,1034
1092,1034
1093,1038
909,1040
1081,1043
909,1045
1083,1050
910,1051
910,1058
1085,1059
1099,1059
911,1064
1101,1066
1087,1066
911,1070
1103,1073
1089,1073
1076,1074
911,1076
1104,1080
1077,1080
1091,1080
912,1082
1079,1086
1093,1087
1107,1088
912,1088
1081,1092
913,1094
1108,1095
1083,1100
913,1101
1110,1102
1084,1106
914,1107
1112,1109
1086,1113
914,1113
914,1119
914,1125
915,1131
915,1137
916,1143
916,1149
1087,1150
1081,1151
1075,1153
1069,1155
1098,1155
916,1155
1063,1156
1057,1158
1052,1159
1046,1161
917,1161
1099,1162
1039,1162
917,1167
1022,1167
1101,1169
1016,1169
1011,1170
1005,1172
999,1173
993,1175
1103,1177
958,1185
950,1187
944,1188
937,1191
932,1192
926,1194
920,1195
913,1197
1122,1197
896,1202
1110,1202
1124,1203
890,1203
885,1204
879,1206
1112,1208
1126,1209
1127,1212
1141,1214
1114,1214
1128,1216
1114,1217
1129,1220
1143,1220
1130,1224
1144,1227
1131,1228
1132,1232
1119,1235
1133,1236
1134,1240
1121,1241
1150,1247
1122,1247
1137,1250
1151,1253
1124,1254
1138,1255
1126,1260
1139,1261
1139,1265
1153,1265
1127,1267
1140,1270
1153,1272
1140,1274
1154,1278
