x,y
960,958
951,958
928,958
936,958
944,958
920,958
912,958
896,958
888,958
904,958
880,958
872,958
864,959
856,959
843,965
968,965
968,972
844,973
968,979
844,981
968,985
842,989
844,989
968,992
844,997
968,1003
968,1005
844,1005
968,1012
844,1013
968,1018
844,1021
969,1024
969,1031
968,1038
968,1043
844,1045
969,1051
844,1053
969,1057
844,1062
968,1063
844,1069
969,1071
969,1077
844,1078
969,1084
844,1086
969,1095
969,1103
844,1104
969,1110
969,1116
844,1120
843,1122
969,1123
844,1127
969,1130
969,1137
856,1140
864,1140
871,1141
880,1141
888,1142
896,1142
904,1143
911,1143
920,1144
931,1144
939,1145
947,1145
956,1146
963,1146
849,1153
854,1154
860,1154
866,1154
872,1155
877,1155
884,1155
889,1155
895,1156
901,1156
907,1157
913,1157
919,1157
925,1157
931,1158
943,1158
949,1159
960,1159
968,1164
969,1170
844,1175
969,1175
968,1180
844,1181
968,1187
844,1188
969,1193
844,1195
968,1199
844,1202
968,1205
844,1208
968,1211
844,1215
968,1217
844,1222
968,1223
844,1228
969,1230
969,1236
844,1241
968,1243
844,1247
968,1249
845,1254
968,1254
969,1260
844,1261
844,1267
969,1271
844,1274
968,1277
