x,y
1003,640
808,641
1252,641
1005,641
804,642
799,642
797,642
790,643
782,643
1003,643
1259,643
988,643
777,643
770,643
1006,643
1003,643
766,644
773,644
760,644
1004,644
1007,645
1264,645
1005,646
1271,647
991,650
992,651
1072,655
1178,655
1076,655
1182,655
1174,656
1070,656
1171,656
1079,656
1171,657
1176,658
1076,658
1063,658
1077,658
1067,658
1085,658
1072,658
1170,658
1179,658
1182,659
1183,659
1061,659
1184,659
1075,659
1088,659
1073,659
1077,660
1171,660
1184,660
1085,661
1075,661
1074,661
1194,661
1171,661
1055,662
1165,662
1066,662
1083,662
1182,663
1085,663
1181,663
1172,663
1079,663
1076,664
1086,664
1175,664
1064,664
1074,664
1178,664
1173,664
1087,664
1060,665
1177,665
1068,665
1053,665
1072,665
1085,666
1088,667
1048,667
1052,668
1048,668
997,668
1053,668
1078,668
1047,668
1070,669
1050,669
1054,669
1052,670
999,670
1081,670
1051,670
1091,670
1046,671
1078,671
1054,672
1253,673
1044,674
1246,674
1239,674
1055,675
1043,675
1268,675
1093,675
1060,675
1275,676
1058,676
1086,676
1057,676
1225,677
1054,677
1096,678
1091,678
1049,678
1218,678
1055,678
1087,679
1093,679
1104,679
1103,679
1091,679
1104,679
1050,680
1043,680
1211,680
1049,680
1092,680
1088,680
1094,681
1104,681
1053,681
1104,681
1048,681
1103,681
1048,681
1002,682
1048,682
1205,682
1042,683
1047,683
1102,683
1004,684
1046,684
1103,684
1049,684
1088,684
1051,685
1103,685
1052,685
1092,686
1049,686
1091,686
1042,687
1063,687
1046,687
1047,688
1094,688
1086,688
1051,688
1065,688
1093,688
1062,688
1049,689
1102,689
1053,689
1092,690
1092,690
1057,690
1045,690
1052,690
1054,691
1098,691
1055,691
1041,691
1056,692
1086,692
1080,692
1061,692
1061,694
1082,694
1063,694
1078,695
1052,696
1049,697
1173,697
1038,698
1038,698
1049,698
1056,698
1054,698
1061,699
1080,700
1080,700
1082,700
1040,700
1051,701
1082,701
1053,701
1081,701
1166,701
1080,701
1053,702
1077,702
1081,702
1069,702
1041,703
1080,703
1037,703
1043,703
1078,703
1037,703
1071,703
1059,703
1069,704
1056,704
1073,704
1070,704
1067,705
1075,705
1079,706
1074,706
1075,706
1070,706
1072,706
1064,708
1154,708
1068,711
1072,711
1275,711
1149,711
1268,714
1143,714
1263,716
1137,718
1257,718
1254,719
1253,721
1248,723
1128,723
1276,725
1242,726
1122,727
1271,727
1266,729
1117,730
1261,731
1232,732
1111,733
1254,735
1228,735
1105,738
1247,739
1223,739
1098,741
1242,741
1218,743
1093,744
1238,745
1214,746
1007,748
1233,748
1087,748
1210,750
1229,751
1081,751
1206,754
1006,754
1225,755
1077,756
1203,757
1221,758
1027,759
1200,759
1031,760
777,761
1217,761
1027,762
1035,762
1031,762
1031,762
775,762
1027,763
1033,763
1197,763
1036,763
1031,763
1067,763
1034,764
778,764
1035,764
1027,765
1026,765
1028,765
1032,765
1029,766
1031,767
781,767
1026,767
1028,767
1032,767
1193,768
1028,768
778,768
1062,768
1031,769
1028,769
1209,769
780,769
1031,769
1025,769
1026,769
777,770
1030,770
779,770
1004,770
1029,771
1026,771
1028,771
1024,771
1029,772
1058,772
1030,773
1189,773
1205,773
1024,774
1027,774
1025,774
1003,775
776,775
1026,776
1024,776
1027,777
775,777
1202,777
1186,777
1052,778
1024,779
774,780
1001,782
1198,782
1048,782
772,783
771,785
1180,785
1196,786
1045,786
770,786
770,788
769,789
1000,789
768,790
1192,791
767,792
1175,793
766,794
1189,795
765,796
1172,797
1187,799
763,801
1170,802
762,803
761,805
759,807
1167,807
1181,809
758,809
756,812
1165,813
1027,813
755,815
747,817
1163,818
1177,818
1023,819
1174,823
1160,823
749,825
1020,826
749,826
1172,828
1158,829
1017,832
733,832
1170,833
733,833
742,834
733,834
1156,835
742,835
732,836
731,837
732,837
743,837
731,838
1015,839
742,839
740,840
1154,841
729,841
739,843
1167,844
1013,844
735,845
738,845
727,846
1153,846
932,847
925,848
919,848
911,848
912,848
904,848
951,848
736,848
898,849
892,849
1166,849
884,849
957,849
725,850
870,850
863,850
855,850
855,850
846,851
846,851
839,851
972,851
971,851
832,851
830,851
735,852
717,853
1010,853
1152,853
807,853
710,853
788,853
780,853
768,854
779,854
1165,854
759,854
753,855
727,856
721,856
721,856
713,856
706,857
702,857
1151,858
1163,859
926,859
921,860
913,860
900,861
891,861
953,861
886,861
880,861
874,861
862,862
868,862
855,862
845,863
837,863
829,864
975,864
1150,864
812,864
979,865
1163,865
797,865
786,865
786,865
778,866
771,866
762,867
747,867
736,868
730,868
724,868
717,868
709,869
1162,870
1149,870
982,870
1161,876
1148,876
980,877
1004,878
1004,878
1148,881
1160,881
1002,884
978,885
1160,886
1002,886
1001,890
1161,891
1000,893
999,897
975,898
972,913
1149,915
1163,918
971,919
1150,921
1164,924
970,925
1151,925
1166,929
968,931
1152,931
991,932
967,934
1166,935
1154,937
966,937
1168,940
1155,943
1169,945
1157,949
1171,949
964,951
1159,954
1173,955
962,959
1161,960
1174,961
1161,962
1176,966
1178,971
959,971
1164,971
1166,977
957,979
1180,980
1181,981
1168,983
901,984
957,984
887,984
891,984
879,985
842,986
1182,986
925,987
813,987
789,988
779,988
931,988
793,989
788,989
1170,989
774,989
774,989
765,989
779,989
753,989
765,989
939,990
742,990
955,990
717,991
708,991
946,991
1184,991
683,992
683,992
677,992
678,992
662,993
952,993
662,993
656,993
656,993
898,994
1171,994
886,994
866,995
872,995
867,995
842,995
860,995
921,996
1186,996
927,997
801,998
794,998
783,998
787,998
778,998
766,998
760,998
747,999
753,999
937,999
1173,1000
708,1000
943,1001
715,1001
685,1001
671,1002
1187,1002
677,1002
663,1002
655,1002
647,1003
655,1003
643,1003
643,1003
1175,1004
948,1018
971,1024
969,1034
1185,1035
1199,1036
967,1042
1200,1042
1187,1044
943,1044
966,1046
1202,1047
1190,1051
1203,1052
941,1052
965,1053
1191,1056
1205,1057
939,1060
1193,1061
1207,1062
962,1065
938,1065
1195,1067
1208,1068
937,1071
1210,1073
960,1075
935,1077
1212,1078
1214,1083
1215,1088
1216,1093
931,1098
929,1106
952,1110
927,1115
1225,1119
925,1123
1227,1124
1228,1129
1215,1130
923,1133
1230,1134
1216,1135
1232,1139
945,1141
1218,1141
1233,1145
1220,1147
1235,1150
943,1151
1222,1152
1236,1155
1224,1158
1238,1160
1226,1164
1240,1165
1227,1170
1241,1170
1229,1175
1243,1176
1243,1176
1231,1181
1245,1182
1247,1187
1233,1188
1248,1192
1235,1193
1250,1198
1237,1199
1252,1203
901,1208
1254,1209
1240,1210
899,1213
1255,1215
1256,1215
1242,1216
897,1216
1258,1221
1244,1222
889,1231
1247,1232
697,1233
697,1237
1250,1239
910,1240
697,1241
1251,1243
1266,1246
699,1247
1253,1249
1267,1250
702,1250
704,1253
1269,1255
1256,1257
868,1259
1258,1262
864,1264
1273,1267
1260,1270
857,1271
1275,1273
1261,1275
1262,1275
726,1278
1276,1279
1276,1279
