x,y
935,640
929,641
922,642
915,643
674,644
909,644
902,645
893,647
885,649
879,650
873,651
1134,652
1147,652
1127,652
866,652
1140,652
1154,653
1160,653
1168,653
1120,653
1174,653
1077,653
1181,653
1189,653
859,654
654,654
1070,654
1204,654
1054,655
1047,655
1040,655
850,655
1216,655
661,656
1226,656
1033,656
1235,657
1024,657
843,657
1017,657
1010,658
667,658
835,659
995,660
827,660
988,660
981,661
673,661
974,662
967,663
962,663
680,664
810,665
716,666
803,666
936,667
685,667
795,668
928,668
922,669
789,670
723,670
915,670
908,671
692,671
779,672
901,672
894,674
699,675
761,677
873,678
704,680
860,680
853,682
709,684
842,684
836,685
816,690
711,691
808,692
796,695
797,696
790,697
789,698
708,702
703,708
699,711
696,714
776,735
786,746
769,753
795,758
775,760
784,771
818,786
803,795
811,805
840,814
847,823
855,833
867,849
859,866
868,877
872,883
894,883
877,888
882,894
906,898
886,900
910,903
915,909
899,916
923,919
909,928
932,930
947,948
927,951
952,955
956,960
960,965
965,971
945,973
948,977
950,980
957,988
962,994
984,996
989,1000
993,1007
1005,1021
1000,1042
1004,1048
1027,1048
1011,1056
1015,1061
1017,1064
1022,1070
1026,1075
745,1076
747,1080
1031,1080
749,1085
750,1088
752,1092
1062,1093
754,1097
1066,1099
756,1102
1048,1104
1072,1105
759,1107
1053,1111
761,1113
763,1117
1059,1117
1082,1119
765,1121
1064,1123
1087,1125
1066,1127
768,1129
1092,1132
1097,1138
1076,1139
760,1143
1102,1145
1081,1145
753,1147
746,1151
1107,1151
739,1154
734,1157
1090,1158
1113,1158
1117,1164
1123,1171
695,1176
640,1176
1127,1177
1105,1178
689,1179
643,1180
681,1182
1132,1184
674,1186
648,1186
666,1189
659,1191
1118,1194
1149,1205
1155,1213
1138,1220
1160,1220
1143,1226
1165,1227
1148,1233
1171,1234
1153,1240
1175,1240
1158,1246
1181,1247
1163,1253
1168,1260
1190,1260
1204,1278
