x,y
961,963
963,969
956,969
954,972
958,973
949,974
961,974
946,975
965,975
863,975
859,975
854,976
842,977
964,977
838,978
826,979
829,979
822,979
818,980
814,981
871,981
808,981
804,982
954,982
950,982
800,983
796,983
792,983
788,984
784,984
780,985
776,986
763,986
766,986
874,987
941,987
757,988
877,991
751,993
879,995
752,998
882,1000
753,1003
885,1005
754,1007
887,1010
755,1011
890,1015
756,1016
892,1019
757,1020
895,1023
758,1025
897,1027
759,1030
899,1030
760,1035
901,1035
902,1039
761,1040
906,1043
764,1053
908,1056
765,1058
905,1059
900,1063
896,1065
767,1067
893,1068
889,1071
768,1073
886,1073
883,1077
769,1078
879,1080
770,1082
876,1083
872,1086
771,1087
868,1090
772,1092
774,1096
782,1100
787,1102
791,1104
795,1105
800,1107
804,1109
851,1110
808,1111
812,1113
849,1114
846,1117
826,1119
830,1120
835,1122
733,1169
725,1169
756,1171
762,1172
775,1174
784,1177
789,1178
685,1184
824,1187
678,1188
830,1188
837,1189
857,1197
870,1203
648,1204
877,1205
643,1208
890,1210
896,1213
909,1218
802,1220
918,1221
816,1223
925,1224
822,1225
833,1228
817,1232
793,1232
672,1233
798,1233
850,1233
803,1235
667,1235
855,1236
807,1237
814,1238
662,1238
860,1239
818,1240
824,1241
656,1241
823,1242
867,1243
829,1244
651,1244
975,1244
834,1246
646,1247
872,1247
982,1248
640,1249
843,1251
877,1251
991,1253
847,1253
882,1255
852,1257
886,1259
860,1261
893,1263
918,1264
1011,1264
865,1264
868,1268
897,1269
922,1269
968,1270
873,1271
971,1272
876,1273
925,1274
902,1276
881,1278
