x,y
857,644
844,644
846,650
860,653
860,654
847,656
862,659
849,661
864,664
851,667
865,669
853,672
867,675
854,676
651,697
648,707
864,708
878,709
647,714
880,715
867,717
646,719
881,720
869,724
883,725
644,726
871,728
885,730
873,734
886,735
641,738
874,740
888,740
890,745
891,751
893,756
895,761
896,766
904,792
906,797
908,802
894,802
910,807
896,808
911,812
898,814
913,818
900,820
914,823
901,825
916,828
903,831
918,833
905,836
919,838
907,842
921,843
909,848
923,848
923,849
911,853
925,855
926,860
913,860
928,865
915,866
930,871
916,872
931,876
933,882
920,883
935,888
935,888
922,889
937,894
924,895
927,904
930,912
931,916
945,918
933,922
947,922
948,928
935,929
937,935
952,940
939,943
954,946
941,948
941,948
955,951
956,952
957,957
959,962
947,965
961,968
963,974
994,979
985,979
1012,979
1003,979
1021,979
965,979
1030,979
1086,980
1095,980
1104,980
1079,980
1113,980
1130,981
1160,981
1140,981
1222,981
990,981
999,981
1149,981
1233,981
1239,981
1008,981
1017,981
1165,981
1212,981
1035,981
1026,981
1166,981
1080,981
1248,982
1261,982
1257,982
1245,982
1090,982
1279,982
1109,982
1099,982
1144,982
1135,982
1153,983
1203,983
1217,983
1208,983
1244,983
1226,983
1222,984
1239,984
1253,984
1258,984
1235,984
1262,984
1020,984
1027,984
1020,985
1143,985
1143,986
641,995
645,995
649,996
654,997
658,997
661,997
706,998
703,998
737,998
743,998
746,998
755,999
760,999
750,999
763,999
1010,1008
1001,1008
1019,1008
1028,1008
1046,1008
1037,1008
974,1009
1096,1009
1106,1009
1114,1009
1132,1009
1150,1010
1123,1010
769,1010
1005,1010
1215,1010
997,1010
1233,1010
1224,1010
1251,1010
1041,1010
1241,1010
1260,1010
1014,1011
1023,1011
1032,1011
1110,1011
1101,1011
1119,1011
1128,1011
1146,1012
1137,1012
1155,1012
1164,1012
1210,1012
1228,1012
1219,1012
1246,1013
1237,1013
961,1013
976,1014
769,1015
963,1018
977,1019
769,1021
979,1025
769,1026
966,1026
980,1030
967,1032
769,1033
982,1035
769,1038
969,1038
983,1040
769,1043
970,1043
984,1046
971,1049
985,1051
986,1057
769,1060
987,1062
973,1063
769,1064
974,1067
769,1067
987,1068
769,1070
975,1073
769,1073
769,1077
975,1079
975,1085
975,1091
988,1091
769,1092
988,1095
975,1096
769,1097
987,1102
769,1102
975,1103
974,1108
987,1109
769,1111
974,1114
973,1120
767,1121
986,1122
764,1127
972,1127
985,1128
970,1134
983,1135
751,1137
652,1137
643,1137
647,1137
662,1137
658,1137
712,1137
703,1138
730,1138
708,1138
721,1138
741,1138
715,1138
738,1138
718,1138
746,1138
969,1140
982,1140
981,1144
967,1145
965,1152
962,1162
975,1162
973,1167
972,1172
957,1174
970,1176
968,1181
952,1184
949,1189
946,1195
957,1202
939,1205
955,1205
951,1210
933,1213
948,1216
930,1217
922,1227
938,1228
935,1232
917,1232
931,1236
928,1240
907,1242
924,1244
921,1247
897,1251
916,1252
911,1255
907,1259
903,1262
880,1263
899,1265
873,1266
894,1269
867,1270
890,1272
863,1272
859,1274
885,1275
854,1276
