x,y
643,732
648,738
652,743
661,752
641,755
663,755
646,761
669,762
674,766
678,771
657,772
661,776
686,780
665,781
688,781
692,786
671,787
674,791
703,799
684,802
715,811
700,819
710,829
741,838
746,843
725,845
750,847
730,850
754,852
759,857
737,858
765,862
785,876
795,882
805,888
812,893
785,895
818,897
798,903
710,904
713,904
717,904
805,908
843,911
812,912
849,914
693,916
693,918
695,918
690,918
859,919
681,922
693,922
867,922
681,923
691,924
688,925
682,926
876,927
683,927
841,928
683,928
685,929
883,929
848,931
893,934
854,934
899,937
908,941
875,944
916,944
884,948
923,949
892,952
908,960
958,964
966,968
972,971
934,971
987,978
994,980
1000,983
963,984
1011,987
1018,991
982,993
1034,995
989,996
1033,997
1040,999
997,999
1005,1002
1051,1004
1060,1006
1068,1010
1037,1016
1087,1016
1094,1019
1100,1021
1109,1023
1115,1026
1063,1026
1069,1027
1124,1028
1083,1033
1090,1035
1182,1045
1193,1047
1133,1048
1203,1050
1132,1050
1207,1051
1144,1051
1153,1054
1226,1056
1232,1057
1239,1058
1245,1059
1253,1061
1259,1062
1266,1063
1273,1064
1197,1065
1228,1072
1235,1074
1249,1076
1256,1078
1264,1079
