x,y
914,896
913,901
882,905
887,910
892,916
917,919
898,921
923,925
902,927
927,929
909,934
917,943
949,954
956,964
945,976
950,983
978,990
959,994
984,996
988,1002
968,1003
996,1011
977,1013
999,1013
982,1019
1005,1020
1010,1025
1014,1029
993,1030
996,1035
1022,1039
1001,1040
1024,1040
1028,1045
1007,1045
1010,1050
1039,1057
1020,1060
1051,1069
1036,1077
1046,1087
1077,1096
1082,1102
1061,1103
1086,1106
1066,1108
1090,1110
1095,1115
1073,1116
1101,1121
1121,1134
1131,1141
1141,1147
1148,1152
1121,1153
1153,1155
1134,1162
1045,1162
1049,1162
1053,1163
1140,1166
1179,1170
1148,1171
1184,1172
1029,1174
1029,1176
1031,1177
1026,1177
1195,1177
1017,1180
1029,1180
1203,1181
1017,1182
1026,1182
1024,1184
1018,1184
1212,1185
1018,1185
1177,1186
1019,1186
1021,1188
1219,1188
1183,1190
1228,1193
1190,1193
1235,1196
1244,1200
1211,1203
1252,1203
1219,1206
1259,1207
1227,1210
1244,1218
1270,1230
