x,y
959,961
952,962
969,962
945,962
963,962
970,963
950,963
951,964
971,965
952,965
964,965
966,968
960,968
974,969
962,969
971,969
977,969
969,970
966,970
977,971
974,973
1179,1069
1185,1072
1190,1074
1195,1076
1200,1079
1204,1081
1205,1081
1210,1084
1211,1084
1220,1089
1225,1092
1230,1094
1235,1097
1239,1098
1246,1102
1251,1104
1255,1106
1260,1108
1266,1109
1271,1111
1277,1112
720,1119
714,1119
725,1121
731,1122
711,1124
737,1124
742,1126
748,1128
709,1129
753,1130
759,1132
705,1138
786,1140
792,1143
703,1143
799,1145
806,1147
701,1147
813,1149
820,1151
699,1152
826,1154
697,1156
833,1156
695,1160
693,1164
841,1166
691,1169
839,1173
689,1173
688,1177
837,1180
683,1186
835,1187
834,1194
832,1200
830,1207
828,1214
826,1221
824,1228
823,1235
1098,1241
1097,1242
821,1243
1105,1243
1104,1244
1111,1245
1118,1247
1125,1249
1124,1251
664,1252
1135,1253
669,1254
1142,1255
676,1256
817,1257
1148,1257
681,1257
686,1258
1155,1259
1162,1261
694,1261
701,1263
815,1263
1169,1263
708,1265
1176,1265
1176,1267
713,1267
718,1268
813,1270
725,1270
1191,1270
1190,1272
736,1274
743,1276
748,1277
812,1277
1195,1278
1197,1278
