x,y
703,890
702,891
700,891
701,892
699,892
699,893
696,895
641,895
693,896
687,898
687,899
683,900
679,901
677,902
642,902
675,902
681,903
673,903
676,905
672,905
674,905
672,906
668,908
666,909
663,910
701,910
700,911
668,913
718,914
720,914
718,914
721,915
718,915
716,915
692,916
719,916
722,916
669,917
716,917
720,917
719,917
710,917
710,918
712,918
717,918
716,919
666,919
649,919
710,919
715,919
712,920
689,920
713,920
651,920
688,920
710,921
673,921
710,921
678,922
678,922
709,922
686,922
704,922
684,922
686,923
700,923
704,923
701,923
683,924
685,924
707,924
706,924
652,924
707,924
699,925
698,925
705,925
697,926
703,926
696,926
698,926
696,926
697,927
699,927
700,929
699,930
655,931
692,931
692,931
695,933
696,933
695,933
688,934
682,934
689,935
693,936
680,936
658,936
693,936
838,937
682,937
846,937
851,938
691,938
692,938
858,938
686,938
864,939
690,939
872,939
686,939
682,939
661,940
887,940
689,941
897,941
689,941
690,941
676,942
688,942
912,942
677,942
688,943
682,943
683,944
681,945
679,945
928,946
681,947
680,948
935,948
664,948
682,949
679,949
680,949
683,950
940,950
681,951
947,952
667,955
961,956
669,957
969,958
973,960
749,960
854,960
752,960
858,961
851,961
746,961
847,961
755,961
981,962
847,962
853,963
752,963
739,963
753,963
744,963
761,963
748,964
846,964
856,964
988,964
858,964
859,964
737,964
860,964
751,964
764,964
750,965
753,965
847,965
860,965
761,966
751,966
996,966
750,966
870,966
847,966
731,967
841,967
742,967
759,968
858,968
1002,968
761,968
857,968
848,968
755,969
752,969
763,969
851,969
740,969
750,969
854,969
849,969
763,970
736,970
853,970
744,970
730,970
748,971
761,971
764,972
724,972
728,973
724,973
673,973
730,973
754,973
723,973
746,974
726,974
1022,975
731,975
728,975
676,975
757,975
727,975
767,976
1028,976
722,976
754,977
730,977
1034,978
929,979
720,979
922,979
916,979
731,980
719,980
944,980
769,980
736,981
1041,981
951,981
735,981
762,981
733,982
901,982
730,982
772,983
767,983
1048,983
725,983
894,984
731,984
763,984
769,984
781,984
779,984
767,984
780,984
726,985
719,985
888,985
725,985
768,985
765,985
770,986
780,986
729,986
780,986
724,986
779,987
724,987
1061,987
678,987
724,987
881,987
718,988
724,989
778,989
680,989
722,989
779,989
725,990
764,990
728,990
779,990
728,991
768,991
725,991
767,991
1075,991
718,992
739,992
723,992
723,993
770,993
762,993
727,993
741,993
1081,993
769,993
738,994
726,994
778,994
729,994
768,995
768,995
733,995
721,995
728,995
1088,995
730,996
774,996
731,996
717,996
732,997
762,997
756,997
737,997
1094,998
737,999
758,999
740,999
1100,1000
755,1000
728,1001
725,1002
849,1002
715,1003
714,1003
725,1004
732,1004
730,1004
737,1005
757,1005
756,1005
758,1005
716,1006
728,1006
758,1006
729,1006
757,1006
842,1006
756,1007
730,1007
753,1007
757,1007
746,1008
717,1008
756,1008
714,1008
719,1008
754,1008
713,1008
747,1008
735,1008
745,1009
732,1009
749,1009
747,1009
975,1010
743,1010
751,1010
756,1011
750,1011
751,1011
746,1011
748,1011
968,1011
962,1013
740,1013
830,1013
1149,1016
744,1016
748,1016
951,1016
825,1016
1011,1019
1016,1019
944,1019
1005,1019
1021,1019
1027,1019
819,1019
1000,1020
1032,1020
995,1020
1037,1020
989,1020
1166,1021
939,1021
983,1021
1043,1021
1049,1022
978,1022
1172,1023
813,1023
1054,1023
933,1023
972,1024
1058,1024
930,1024
967,1026
929,1026
962,1026
1186,1027
959,1027
924,1028
804,1029
1193,1029
952,1030
919,1031
1200,1031
798,1032
947,1032
1206,1034
1086,1034
942,1034
793,1035
1213,1036
1091,1036
937,1036
1096,1037
1218,1037
908,1038
787,1038
1102,1039
930,1040
904,1040
1106,1041
1112,1043
781,1043
923,1044
899,1044
1118,1045
1239,1045
774,1046
1123,1046
918,1047
1245,1047
1129,1048
894,1048
769,1049
1134,1049
1252,1049
914,1050
890,1051
1139,1051
683,1053
910,1053
763,1053
1144,1053
1150,1055
886,1056
1156,1056
905,1057
758,1057
1161,1058
882,1059
682,1060
1166,1060
901,1060
753,1061
1171,1062
879,1062
897,1063
703,1064
876,1065
707,1065
893,1067
703,1067
711,1067
707,1067
