x,y
791,640
840,641
818,643
796,645
844,647
800,648
957,649
965,654
914,655
807,655
918,657
969,657
850,657
810,658
921,658
926,662
981,663
829,663
930,664
933,666
986,666
936,667
833,667
855,668
941,670
821,671
944,672
997,672
836,673
857,673
946,674
824,675
950,675
1002,676
954,677
827,679
1008,679
959,680
870,682
962,682
830,682
1014,682
840,686
1020,686
832,687
863,688
973,688
1026,690
976,690
833,691
836,691
1032,693
865,694
836,695
838,696
1038,697
846,699
1044,701
878,701
840,701
995,701
859,704
1051,704
879,705
869,706
1003,706
842,706
849,706
1058,708
881,709
1010,710
844,710
1063,711
851,712
863,713
873,714
883,714
1069,715
1018,715
847,715
848,717
853,717
864,718
1075,718
849,719
885,720
875,720
855,723
887,723
851,724
1036,724
858,726
868,727
889,728
854,729
870,731
1047,732
891,733
856,733
859,734
881,735
872,736
858,737
892,738
1112,739
873,740
861,742
894,742
1118,743
884,743
876,745
1124,747
863,747
896,747
886,747
877,750
1130,750
1080,750
866,751
898,751
1086,753
1136,754
879,755
868,755
900,756
1142,757
880,759
870,760
901,761
1092,762
882,764
1092,765
873,765
1161,767
885,769
905,770
896,772
1086,773
886,773
907,775
1079,777
1179,778
888,778
898,779
909,779
1185,781
890,783
911,784
1191,784
901,786
1197,788
892,788
912,788
904,790
1204,791
903,791
893,792
914,794
1210,794
895,795
885,796
1217,797
916,798
906,798
897,801
887,801
918,802
908,803
1229,803
899,805
1236,806
889,806
919,807
891,810
900,811
921,812
1253,812
913,815
892,815
1262,816
923,816
903,818
1268,818
894,819
925,821
1275,821
906,824
896,825
927,826
908,829
898,830
919,831
899,831
929,832
909,833
900,835
911,838
932,839
902,839
922,841
913,843
934,843
904,844
1273,847
935,848
906,850
926,851
917,852
937,852
908,855
929,856
919,857
939,857
910,859
931,863
941,863
921,863
912,864
943,868
913,868
923,869
933,869
945,872
915,874
947,877
917,878
927,878
919,881
938,882
948,882
929,883
919,884
940,886
930,887
921,888
942,891
952,891
932,892
954,895
944,896
934,897
955,900
936,901
958,905
938,906
949,908
960,910
930,912
940,912
951,913
961,914
942,917
932,917
963,919
944,922
954,922
965,924
946,926
936,927
967,928
968,932
939,933
958,933
949,936
940,937
941,937
970,938
960,938
951,940
942,941
972,943
962,943
953,945
943,946
974,947
956,949
955,950
945,950
976,952
969,954
947,955
957,955
967,955
978,956
949,960
971,960
979,961
969,961
961,964
951,965
981,965
962,970
975,970
973,971
953,971
983,971
955,974
965,976
956,976
986,978
957,979
957,979
977,981
968,983
959,984
989,984
980,986
970,989
961,989
983,992
993,993
962,993
973,994
985,997
965,998
966,999
976,999
998,1002
967,1002
988,1003
979,1006
969,1006
1000,1006
990,1007
1003,1011
982,1011
972,1012
993,1012
1005,1015
984,1016
974,1016
1008,1019
998,1021
987,1021
977,1021
1246,1023
1011,1024
979,1025
1000,1025
990,1026
1003,1029
1244,1030
981,1030
994,1032
984,1034
1242,1037
997,1037
987,1038
989,1043
1240,1044
991,1046
994,1050
978,1063
970,1067
966,1070
962,1072
956,1075
1014,1078
1021,1086
1021,1087
1057,1087
991,1087
986,1091
1025,1091
980,1093
1064,1096
976,1098
1043,1099
911,1099
1067,1100
905,1101
901,1102
1033,1102
963,1102
678,1102
968,1103
732,1103
669,1103
659,1103
894,1103
723,1103
713,1103
705,1104
655,1104
809,1104
663,1104
709,1104
801,1104
818,1104
888,1104
717,1104
727,1105
797,1105
832,1105
883,1105
683,1105
736,1105
672,1105
839,1105
849,1105
858,1105
873,1105
853,1105
864,1105
877,1105
869,1105
826,1106
836,1106
1072,1106
805,1106
814,1106
959,1107
668,1107
675,1108
1038,1108
1038,1108
1050,1108
805,1109
955,1109
811,1109
1075,1111
1042,1113
1043,1116
1056,1116
1082,1119
1060,1121
1085,1123
1051,1124
916,1124
1064,1126
909,1126
1089,1127
903,1127
897,1129
1056,1130
788,1130
866,1130
890,1130
1067,1130
793,1130
832,1130
853,1130
872,1130
846,1131
859,1131
878,1131
884,1131
1092,1131
1059,1135
1071,1135
931,1137
1060,1138
1062,1140
1064,1141
1100,1141
931,1142
1077,1143
1104,1146
1093,1148
1096,1152
1073,1152
1110,1153
1076,1156
1079,1159
1082,1162
1093,1162
1084,1166
930,1166
1108,1166
1121,1167
1096,1167
1087,1169
930,1171
1100,1171
1090,1173
1116,1176
1128,1176
930,1178
1105,1178
1119,1180
930,1184
1134,1184
1100,1186
1124,1186
1103,1189
1141,1192
1129,1193
1106,1193
1109,1196
1146,1197
929,1199
1112,1199
1151,1202
1114,1203
1140,1204
929,1204
1154,1206
1117,1206
1143,1208
1119,1209
930,1210
1158,1210
1146,1211
1122,1212
1162,1213
1124,1215
927,1217
1128,1218
1153,1218
1140,1219
1131,1221
1157,1221
1145,1223
927,1224
1134,1225
1149,1227
1138,1229
926,1230
1143,1233
1146,1236
926,1236
1149,1238
926,1241
1153,1242
1154,1243
1157,1246
929,1249
928,1255
1221,1257
1226,1259
928,1260
1231,1261
1235,1263
928,1265
1240,1265
1245,1267
1220,1267
1185,1267
1252,1269
1226,1269
1189,1270
928,1270
1259,1271
1231,1272
1263,1272
1268,1274
1214,1274
1239,1274
1198,1275
1197,1275
1273,1275
1218,1276
928,1276
1278,1277
1201,1277
1247,1277
1204,1278
1224,1279
1252,1279
