x,y
779,642
1275,643
755,643
757,647
1278,650
761,652
765,657
768,661
770,665
796,666
800,671
778,677
806,680
781,680
783,683
810,685
813,689
787,690
790,693
817,695
793,697
820,699
796,702
823,704
826,709
831,715
833,718
808,718
641,719
813,724
815,728
646,728
819,732
844,734
651,736
822,737
826,743
660,748
830,748
641,748
663,751
645,754
647,757
666,757
647,757
670,762
651,762
674,766
655,767
655,767
677,772
658,772
681,776
662,777
852,781
685,781
689,786
669,787
883,788
673,791
860,792
863,797
699,800
866,802
703,806
706,810
872,812
672,815
710,815
713,818
644,820
717,823
651,823
882,824
657,827
885,829
661,829
911,833
669,833
724,833
889,835
727,837
915,840
731,841
645,842
893,843
648,843
689,846
736,848
694,850
699,852
740,853
899,853
703,855
673,858
901,858
709,858
747,859
903,862
927,863
715,863
685,865
931,868
896,871
933,874
890,876
701,876
707,879
909,883
764,883
905,885
875,885
899,888
941,889
917,890
895,891
892,892
860,894
770,894
919,895
922,899
880,900
947,901
924,902
756,907
867,908
867,908
736,908
863,910
759,913
858,914
739,914
853,917
783,917
762,918
742,920
847,921
765,923
843,923
811,926
839,926
790,929
806,929
939,930
942,935
824,935
944,939
819,939
814,942
947,944
808,946
948,948
950,952
782,952
953,957
785,957
1278,959
956,962
787,962
958,966
813,967
1275,967
792,968
1274,973
816,973
1271,976
819,979
777,980
799,981
779,982
1266,983
802,986
825,989
972,992
805,992
828,995
809,999
830,999
976,1000
811,1003
1279,1004
814,1007
1268,1008
1277,1008
980,1010
816,1011
818,1015
1271,1016
984,1016
822,1021
986,1022
1266,1023
824,1026
803,1026
1263,1026
1254,1028
827,1031
991,1032
1277,1034
1249,1034
830,1036
994,1038
833,1041
1244,1041
1020,1043
997,1044
1249,1046
1239,1047
814,1047
1001,1050
1233,1054
1003,1054
1242,1055
1026,1055
841,1055
1260,1056
1238,1059
1005,1060
865,1060
1257,1060
1029,1061
1228,1061
825,1063
1235,1064
1262,1065
1008,1065
847,1066
869,1066
1223,1068
1231,1068
1250,1069
1010,1069
850,1071
1035,1072
1220,1073
1247,1073
1228,1073
1012,1075
853,1076
1253,1077
1225,1077
1037,1078
833,1078
1243,1078
1214,1080
1015,1080
856,1081
1240,1083
1248,1083
1221,1083
837,1086
858,1086
1019,1086
1209,1087
1216,1088
861,1092
1232,1093
1213,1094
1239,1095
1024,1097
1228,1098
1199,1100
1205,1102
1050,1104
847,1104
1027,1105
1195,1105
1202,1107
890,1107
1200,1110
1219,1110
1031,1111
1189,1114
893,1114
1215,1115
1196,1115
1033,1116
873,1117
1223,1117
852,1117
1185,1119
1212,1119
895,1119
1035,1122
1209,1123
1217,1123
1038,1126
899,1126
1179,1128
1205,1129
1212,1130
1203,1132
1041,1132
902,1133
1199,1136
1207,1137
1173,1137
883,1137
864,1139
1045,1141
1170,1142
1203,1144
866,1144
1194,1144
886,1145
908,1146
1193,1147
1049,1148
889,1149
1165,1150
1198,1151
911,1152
891,1154
1188,1155
1052,1155
893,1159
1160,1159
1185,1160
914,1160
1055,1161
874,1164
1182,1166
896,1166
1156,1166
916,1167
1180,1169
898,1172
1178,1172
1153,1172
1092,1176
1176,1178
901,1181
882,1181
921,1181
1148,1183
1173,1183
1066,1184
924,1189
904,1189
1068,1190
1170,1190
1168,1195
1069,1195
907,1196
887,1197
1071,1202
908,1204
1138,1210
930,1211
910,1214
931,1215
892,1215
1136,1218
912,1219
895,1222
1134,1225
914,1225
896,1227
1132,1232
898,1234
1138,1234
1137,1242
899,1244
1135,1247
919,1247
900,1248
1154,1249
920,1252
1133,1253
920,1256
920,1257
1153,1257
1132,1258
1158,1260
1152,1260
1155,1262
1158,1263
1131,1264
1150,1265
922,1267
1169,1267
1159,1268
904,1268
923,1270
923,1270
923,1272
1153,1273
1168,1274
1156,1274
1148,1277
1129,1277
924,1278
906,1279
