x,y
1209,640
1213,641
1218,642
906,642
1225,643
1229,643
1234,644
906,645
1239,646
1245,647
907,647
1251,648
1257,648
1256,649
1260,649
907,650
1265,650
907,653
907,656
1270,658
908,660
1270,664
910,670
910,673
1269,673
911,676
911,678
1269,680
911,681
912,687
1268,687
913,689
913,692
1267,695
913,695
914,698
914,701
914,704
915,707
1267,709
1267,709
915,710
915,714
1266,716
916,719
1265,723
917,728
918,730
1265,731
918,732
918,735
1266,735
919,737
1264,738
919,740
920,743
920,745
1264,745
921,748
920,750
1263,753
921,753
921,755
1264,760
921,761
922,763
1263,766
922,767
923,769
923,772
1263,773
923,775
924,779
925,783
925,786
925,788
925,791
926,793
926,794
1261,795
926,796
927,799
927,800
927,802
1261,807
928,809
929,812
1260,814
1105,814
930,815
1119,816
1128,816
930,818
1260,818
1145,819
1153,820
1160,820
1168,821
1183,822
1199,824
1208,825
1260,826
1215,826
1224,827
1233,828
1241,829
1250,829
932,835
932,838
933,841
933,844
933,846
934,849
933,852
934,852
934,854
934,857
935,859
936,865
936,868
937,871
937,874
938,877
938,880
938,884
939,886
939,888
940,890
940,893
941,897
942,902
946,918
947,922
947,925
948,931
949,935
950,941
950,941
951,944
952,948
953,951
953,954
954,957
955,959
956,962
960,978
961,982
962,986
963,989
965,993
965,996
966,1000
967,1002
968,1005
969,1007
970,1010
971,1013
972,1016
973,1018
974,1022
975,1025
977,1029
978,1032
979,1037
982,1044
984,1047
984,1050
986,1053
987,1055
988,1057
989,1060
989,1062
990,1065
991,1068
993,1071
995,1076
997,1080
996,1081
998,1083
999,1085
1000,1088
1002,1091
1003,1095
1005,1099
1006,1100
1007,1102
1008,1104
1009,1107
1010,1109
1011,1112
1013,1115
1014,1118
1016,1121
1017,1123
1019,1126
1020,1129
1028,1146
1255,1149
1030,1149
1032,1152
1249,1153
1242,1158
1036,1159
1225,1171
1044,1173
1221,1174
1046,1177
1218,1179
1118,1180
1048,1180
1213,1183
1050,1185
1051,1187
1053,1189
1203,1191
1055,1193
1059,1200
1186,1204
1183,1208
1064,1208
1177,1214
1069,1216
1171,1219
1072,1221
1075,1225
644,1226
1078,1230
1082,1236
1087,1242
1090,1246
1096,1255
1099,1260
658,1263
1102,1264
1107,1270
1109,1274
